Municipality code,Municipality,Population2016,Population2017,Population2018,Cases2016,Cases2017,Cases2018,Age0-4(%),Age5-14(%),Age15-29(%),Age>30(%),AfrocolombianPopulation(%),IndianPopulation(%),PeoplewithDisabilities(%),Peoplewhocannotreadorwrite(%),Secondary/HigherEducation(%),Employedpopulation(%),Unemployedpopulation(%),Peopledoinghousework(%),Retiredpeople(%),Men(%),Women(%),Householdswithoutwateraccess(%),Householdswithoutinternetaccess(%),Buildingstratification1(%),Buildingstratification2(%),Buildingstratification3(%),Buildingstratification4(%),Buildingstratification5(%),Buildingstratification6(%),NumberofhospitalsperKm2,NumberofhousesperKm2,Código Municipio,Longitud,Latitud,2016_dengue,2017_dengue,2018_dengue,2016_temp,2017_temp,2018_temp,2016_precip,2017_precip,2018_precip,strata
66400,La Virginia,29656,28606,27923,104,27,61,5.37,14.06,25.85,54.71,1.32,0.14,7.83,6.69,55.1,35.69,8.2,19.3,3.78,47.25,52.75,0.55,48.15,23.6753,28.7043,32.7035,0.4699,0.03,0.02,0.1212119999999999,260.787879,66400,-75.8531901167,4.906813376040001,2.0,0.5094339622641509,1.196078431372549,23.981260299682617,23.366633574167892,23.365092595418304,141.8377056121827,159.8156229654948,172.92590045928944,2
66440,Marsella,18053,17347,16940,90,3,0,5.99,15.63,22.52,55.87,0.5,9.19,4.7,8.4,43.74,38.49,1.04,23.79,2.19,50.01,49.99,17.45,72.39,30.5631,43.5476,7.88,0.1436,0.016,0.0,0.017544,92.54386,66440,-75.76106879428572,4.943148645837143,1.7307692307692308,0.05660377358490566,0.0,23.244417985280354,22.62692674001057,22.620915333429988,137.87552674611422,154.41276709238682,168.58210372924796,2
66456,Mistrató,15336,16232,16950,10,0,1,12.15,22.9,26.62,38.33,0.22,52.47,3.67,21.42,27.72,29.5,5.09,21.38,0.4,50.73,49.27,36.56,77.58,45.7761,27.1796,4.2142,0.3286,0.0579999999999999,0.0967,0.00207,8.902692,66456,-75.92128682264286,5.353474917121429,0.19230769230769232,0.0,0.0196078431372549,22.369559923807774,21.76532101631165,21.73896090189616,177.4925285975138,206.82845878601077,219.51874160766616,3
66572,Pueblo Rico,14473,15423,16156,6,0,0,14.79,24.76,25.84,34.62,12.58,52.52,3.1,18.94,29.84,24.22,3.56,20.37,0.6,50.53,49.47,50.25,72.61,48.5487,15.8246,2.5156,0.0645,0.043,0.0,0.00098,3.5754900000000003,66572,-76.05758952069999,5.292884972296666,0.11538461538461539,0.0,0.0,22.089061975479126,21.489192167917896,21.469487349192303,157.1132879257203,178.9053211212157,195.20574378967277,2
66594,Quinchía,28036,27572,27292,12,3,0,6.66,16.7,23.82,52.81,0.2,29.69,11.46,8.77,41.52,36.74,2.93,23.61,0.68,50.7,49.3,12.37,72.46,33.0676,26.7234,11.3529,0.1185,0.0,0.0,0.013333,48.673333,66594,-75.7116111553625,5.31738333167125,0.23076923076923078,0.05660377358490566,0.0,20.014391064643856,19.393818100293476,19.356296221415192,156.6860580444335,177.1209557851155,193.47578430175784,2
66682,Santa Rosa de Cabal,78664,78109,77838,68,4,1,5.35,13.29,23.97,57.39,0.55,0.1,9.89,4.7,57.19,39.5,4.39,18.23,4.42,48.91,51.09,5.73,42.46,13.9204,32.5016,28.6164,4.1414,0.8158,0.161,0.00823,45.545267,66682,-75.63905170609284,4.900037621189286,1.3076923076923077,0.07547169811320754,0.0196078431372549,16.675453146298725,16.05876505374908,16.04600437482196,145.1466560363769,163.52149073282877,176.3813807169595,2
66687,Santuario,13608,12942,12664,18,6,0,5.76,14.56,22.55,57.13,0.45,1.63,18.15,10.21,39.95,42.33,1.54,22.43,2.14,51.45,48.55,18.02,73.96,29.3486,37.3405,17.8643,0.2686,0.0224,0.0,0.004425,16.955752,66687,-75.93935544024,5.03677901552,0.34615384615384615,0.11320754716981132,0.0,18.228363752365123,17.62207015355426,17.611501733462017,166.7202911376952,190.74086538950596,205.84240849812832,3
68001,Bucaramanga,572603,574434,581130,2097,372,601,6.22,13.07,25.78,54.93,1.58,0.05,6.47,2.6,65.54,42.33,5.71,12.53,4.77,47.46,52.54,4.78,24.7,17.9181,13.5954,21.0981,24.3927,2.6034,3.84,2.203704,984.895062,68001,-73.12672503273333,7.172261343214999,40.32692307692308,7.0754716981132075,11.72549019607843,23.442738135655716,22.874169190724686,22.69407661755879,93.91390450795491,111.71384143829333,126.16978851954137,0
68013,Aguada,1961,1870,1855,2,1,0,4.99,13.06,23.23,58.72,0.3,0.24,17.63,13.54,33.09,26.71,1.26,40.49,0.36,51.5,48.5,3.31,60.89,49.3729,12.8848,0.6842,0.0,0.0,0.0,0.013333,7.613333,68013,-73.5232262196,6.16224498637,0.038461538461538464,0.018867924528301886,0.0,19.660480856895436,19.077212572097782,18.945181369781483,131.75426197052,138.4870344797769,168.90773900349947,2
68020,Albania,4043,4084,4129,0,0,1,4.88,14.83,18.69,61.59,0.03,0.0,10.91,10.37,35.24,27.28,1.15,38.38,0.51,52.55,47.45,16.18,55.65,32.5037,24.1414,0.9457,0.0,0.0,0.0,0.005988,7.059880000000001,68020,-73.821305702725,5.796116430027499,0.0,0.0,0.0196078431372549,15.581005613009141,14.97675212224325,14.871196667353317,88.9696542421977,93.73266410827641,112.16520341237394,0
68051,Aratoca,8152,8147,8229,14,5,0,6.17,16.39,24.54,52.9,0.06,0.01,10.32,10.02,42.03,34.92,4.02,25.3,0.33,51.5,48.5,37.23,71.2,55.8748,13.0907,0.6386,0.0958,0.0319,0.0,0.005882,13.664706,68051,-73.01236110573333,6.71264199667,0.2692307692307692,0.09433962264150944,0.0,21.246526360511783,20.677645842234302,20.514986673990883,109.08922004699713,124.3495562871297,145.98815727233892,1
68077,Barbosa,29747,30361,31050,161,22,7,6.97,15.97,24.46,52.59,0.15,0.03,8.93,5.07,54.8,42.88,4.6,13.97,2.21,48.4,51.6,4.52,58.53,15.2677,36.5754,24.7078,0.4986,0.0082,0.0082,0.173913,206.695652,68077,-73.62769458711999,5.935509451694,3.0961538461538463,0.41509433962264153,0.13725490196078433,21.102536360422768,20.505900184313447,20.39053555329638,161.22291437784847,167.55271148681635,201.57765293121338,2
68079,Barichara,9646,10150,10486,81,2,22,5.96,15.13,21.03,57.88,0.2,0.59,14.4,6.43,46.2,41.94,1.63,19.9,2.82,48.46,51.54,11.06,48.37,22.3332,25.9853,12.0862,0.1839,0.0525,0.0525,0.0223879999999999,17.567164000000002,68079,-73.2315500756,6.656303513245,1.5576923076923077,0.05660377358490566,0.4117647058823529,23.94169704119365,23.375507036844905,23.21293505032857,109.69642130533855,120.27512741088884,143.8850547472637,1
68081,Barrancabermeja,203380,202587,203537,216,107,148,7.83,16.99,25.17,50.01,2.21,0.11,6.8,4.5,59.37,33.42,8.91,15.89,2.6,48.64,51.36,5.71,48.64,37.2434,25.5998,10.6078,6.5049,0.4439,0.024,0.058925,53.220971,68081,-73.78736610255555,6.998470822678889,4.153846153846154,2.018867924528302,2.9019607843137254,29.224890708923354,28.652408281962067,28.481097539265946,170.1355689366659,193.3828204472858,223.7748486200969,3
68092,Betulia,5852,5872,5941,3,3,0,7.4,17.63,23.96,51.01,0.23,0.13,17.27,7.74,40.73,35.07,6.92,20.8,0.38,53.23,46.77,25.67,64.76,49.1156,16.8707,1.4966,0.0907,0.0,0.0,0.0030859999999999,4.842593,68092,-73.397058063875,7.0607668357275,0.057692307692307696,0.05660377358490566,0.0,26.82301386197409,26.259016513824463,26.089087565739934,138.95776303609205,158.2449111938477,181.68021837870268,2
68101,Bolívar,12476,11746,11287,4,2,2,6.09,17.49,21.48,54.94,0.38,0.0,12.24,11.88,33.17,34.78,1.22,28.12,0.34,51.41,48.59,20.67,67.23,46.4904,17.8441,0.866,0.0228,0.0,0.0228,0.00209,3.2372,68101,-73.80765250986667,6.112556954101112,0.07692307692307693,0.03773584905660377,0.0392156862745098,26.571621656417836,25.978652636210114,25.86511119206746,166.15667788187667,178.93971252441392,208.27394930521652,3
68121,Cabrera,1855,1879,1937,3,0,1,4.5,15.79,18.82,60.89,0.06,0.0,25.11,6.29,37.57,28.25,8.51,25.79,0.06,50.46,49.54,11.42,73.4,46.6354,24.8826,1.7214,0.0,0.0,0.0,0.014706,7.308824,68121,-73.2465030679,6.59226462461,0.057692307692307696,0.0,0.0196078431372549,26.10908706982931,25.542919635772705,25.381200869878114,102.48706054687496,111.66904576619471,133.5591983795167,1
68132,California,2004,2065,2130,0,0,0,8.13,17.3,23.96,50.6,0.27,0.0,5.35,2.35,55.95,37.39,6.11,16.48,0.55,51.36,48.64,34.94,50.9,48.6446,27.8614,1.0542,0.0,0.0,0.0,0.003831,2.061303,68132,-72.9313491741,7.358214396995,0.0,0.0,0.0,12.885735154151917,12.29686812559765,12.100058138370526,60.27351792653402,75.42758560180654,83.95130228996273,0
68147,Capitanejo,6053,5704,5505,14,4,13,5.78,14.94,20.61,58.67,0.39,0.0,20.5,9.97,44.39,31.25,4.92,23.46,1.99,50.26,49.74,18.33,68.08,54.1107,20.0503,1.2164,0.0,0.0,0.0,0.012346,22.82716,68147,-72.6954661576,6.52741643996,0.2692307692307692,0.07547169811320754,0.2549019607843137,22.26582249005635,21.67973295847574,21.511200070381165,95.09902302424109,103.39648596445717,129.32813493410737,0
68152,Carcasí,4555,4349,4292,3,1,0,6.61,17.75,21.99,53.66,0.07,0.07,20.27,8.64,36.3,23.68,2.88,27.48,0.12,53.54,46.46,35.33,62.82,43.4439,18.4308,0.0,0.0,0.0,0.0,0.0,2.870892,68152,-72.608608484,6.6407792077700005,0.057692307692307696,0.018867924528301886,0.0,12.98537532488505,12.38878230253855,12.215561807155607,65.22890504201257,72.84571727116906,86.30133763949078,0
68160,Cepitá,2069,2038,2015,15,2,0,5.72,17.07,22.79,54.41,0.0,0.0,16.96,7.01,38.42,42.8,0.54,23.06,1.02,51.52,48.48,11.22,57.76,35.8636,21.4521,0.11,0.0,0.0,0.0,0.007194,4.014387999999999,68160,-72.9735370615,6.75351236838,0.28846153846153844,0.03773584905660377,0.0,20.726994951566066,20.157051006952916,19.99316219488778,97.04224618275954,111.54098733266208,130.62771606445304,0
68162,Cerrito,6753,6687,6729,7,1,1,7.04,16.92,24.78,51.25,0.03,1.02,6.15,6.5,40.08,32.8,8.78,20.39,0.2,52.66,47.34,32.56,71.43,61.0825,11.8127,0.2577,0.043,0.0,0.0,0.001821,3.204007,68162,-72.6967414585,6.829668252585,0.1346153846153846,0.018867924528301886,0.0196078431372549,9.040747483571371,8.446556121110916,8.265371213356653,60.34647250175477,70.53283540407818,84.11941123008731,0
68167,Charalá,12363,12284,12270,86,6,11,6.9,16.14,20.63,56.34,0.41,0.01,10.19,7.04,45.92,36.43,3.95,20.1,2.28,49.49,50.51,5.76,62.37,27.6102,21.9838,19.9923,0.3094,0.0773,0.0,0.0072989999999999,8.917275,68167,-73.1437616515,6.231003625066666,1.6538461538461537,0.11320754716981132,0.21568627450980393,19.233670632044465,18.661318103472393,18.496344248453777,102.53699874877928,109.98522726694739,131.08021259307858,1
68169,Charta,3051,2932,2888,4,1,0,6.3,13.85,21.39,58.46,0.11,0.0,15.26,4.43,36.51,39.55,2.09,26.13,1.38,51.84,48.16,36.41,55.82,54.2484,4.7712,0.1307,0.0,0.0,0.0,0.006579,6.078947,68169,-72.9687942408,7.28081908866,0.07692307692307693,0.018867924528301886,0.0,17.14952993392945,16.56714439392091,16.373690843582132,75.3896700541179,93.198823928833,101.76784578959155,0
68176,Chima,3103,2951,2875,1,3,3,6.26,15.95,20.56,57.23,0.08,0.0,11.46,10.53,35.07,28.21,3.47,34.6,0.47,52.03,47.97,15.43,60.43,35.4916,25.9792,1.1191,0.0799,0.0799,0.0,0.006579,5.2763160000000005,68176,-73.3737319916,6.34435038365,0.019230769230769232,0.05660377358490566,0.058823529411764705,22.490782022476186,21.91845087210336,21.76749614874521,131.64550431569415,140.4801451365153,169.59093952178944,2
68179,Chipatá,5153,5065,5075,1,0,0,4.79,13.78,19.28,62.15,0.18,0.0,25.92,12.85,33.86,30.68,1.73,32.09,0.41,52.45,47.55,19.77,67.54,17.8748,49.8874,1.0356,0.045,0.0,0.0,0.010638,16.56383,68179,-73.6306582354,6.0884945447100005,0.019230769230769232,0.0,0.0,18.94021693865458,18.345924417177834,18.228476603825893,133.83463128407806,140.81704203287762,170.91601943969735,2
68190,Cimitarra,32989,32770,32947,84,27,37,7.24,18.59,28.08,46.09,1.98,0.06,6.33,9.37,43.03,38.18,3.04,17.74,0.45,51.5,48.5,15.01,52.5,44.1757,12.5167,2.0404,0.0371,0.0223,0.0074,0.001264,2.582174,68190,-74.21451344021,6.378381210375,1.6153846153846154,0.5283018867924528,0.7058823529411765,28.74082469940187,28.154105742772416,28.030364195505765,180.3972826004028,198.93779818216947,232.96839809417716,3
68207,Concepción,5993,5814,5738,1,0,0,6.72,15.96,21.49,55.83,0.06,1.49,21.98,7.17,40.62,25.47,10.6,24.43,0.57,50.66,49.34,21.72,66.14,46.3657,22.167,0.0903,0.0451,0.0,0.0,0.001458,2.311953,68207,-72.694595635,6.76883643116,0.019230769230769232,0.0,0.0,9.216791729132334,8.62517554561297,8.452410896619162,55.84295129775999,63.44362497329707,76.51317151387532,0
68209,Confines,3090,3115,3159,6,12,6,8.34,16.54,22.64,52.49,0.27,0.0,4.67,6.0,39.28,42.88,0.86,22.98,0.17,53.24,46.76,29.59,74.25,36.0487,40.9176,0.9363,0.1873,0.0936,0.0936,0.011364,9.659091,68209,-73.2405558524,6.35733168284,0.11538461538461539,0.22641509433962265,0.11764705882352941,21.31788571675617,20.753236889839165,20.592386205991115,138.1422983805338,145.65175755818672,177.19852670033762,2
68211,Contratación,4031,3812,3679,39,4,6,5.55,15.29,16.93,62.23,0.12,0.0,14.08,9.41,41.14,36.2,1.64,16.99,7.68,49.73,50.27,11.67,61.29,17.8082,49.1364,2.7397,0.0,0.0596,0.0,0.008333,9.908333,68211,-73.52340457029999,6.297440188555,0.75,0.07547169811320754,0.11764705882352941,19.42928723494213,18.849056998888653,18.71025502681731,122.93313948313398,132.18778928120932,155.72463798522955,1
68217,Coromoro,5474,5120,5015,11,22,7,7.16,17.42,21.95,53.47,0.12,0.0,13.08,9.86,29.4,30.19,2.2,31.27,0.12,53.2,46.8,20.45,54.67,24.3876,29.2155,0.3195,0.0,0.0,0.0,0.004049,6.502024,68217,-73.0595058201,6.26714388564,0.21153846153846154,0.4339622641509434,0.11764705882352941,14.362704515457168,13.783595581849417,13.618086000283567,79.72503566741945,85.73928085962939,106.539971669515,0
68229,Curití,12501,12543,12717,22,2,8,6.8,15.71,23.35,54.14,0.18,0.0,15.05,8.2,43.55,36.81,4.18,23.29,2.15,49.87,50.13,9.63,63.33,38.0176,30.7874,2.4458,0.0644,0.0215,0.0,0.004202,14.197479,68229,-73.0693896277,6.6051082188,0.4230769230769231,0.03773584905660377,0.1568627450980392,20.60444684823355,20.034698367118825,19.871286948521924,103.83473555246987,114.08737532297766,137.9459398587545,1
68235,El Carmen de Chucurí,19452,20280,20916,34,10,65,7.19,18.91,24.96,48.94,0.12,0.03,7.03,7.35,36.43,26.37,9.03,24.28,0.15,52.04,47.96,59.66,90.11,55.2987,31.6907,0.3053,0.0436,0.0436,0.0,0.002188,6.910284,68235,-73.61341388271667,6.670671380606667,0.6538461538461539,0.18867924528301888,1.2745098039215685,26.167485396067303,25.587038199106857,25.431048631668094,144.1670357386272,158.49703470865896,182.2333164215088,2
68245,El Guacamayo,2409,2274,2167,3,1,0,4.93,16.74,19.11,59.22,0.0,0.0,25.2,8.7,33.17,44.25,1.1,18.5,0.37,50.09,49.91,30.54,67.49,14.2857,56.2808,0.4926,0.0,0.0,0.0,0.01,5.97,68245,-73.5484516861,6.266942523425,0.057692307692307696,0.018867924528301886,0.0,20.26126380761464,19.682480255762716,19.544198950131733,133.452610651652,143.6514034271241,171.29649925231936,2
68250,El Peñón,5248,5246,5279,1,1,0,7.13,20.36,26.39,46.13,0.17,0.02,6.0,12.16,31.78,41.98,1.42,20.58,0.12,53.31,46.69,23.61,49.17,39.2115,5.9347,0.0848,0.0,0.0,0.0,0.007692,9.246154,68250,-73.8791764462,6.097619038488333,0.019230769230769232,0.018867924528301886,0.0,26.02061708768208,25.426490863164265,25.315958658854186,164.95679155985502,177.64035097757971,207.42665100097656,3
68255,El Playón,13978,13730,13713,71,47,127,7.77,18.07,25.24,48.93,0.03,0.05,20.04,8.45,40.25,36.13,3.62,20.52,0.74,51.65,48.35,34.04,71.51,41.5969,32.816,0.5105,0.0,0.0,0.0,0.0042829999999999,8.040685,68255,-73.21896285996,7.532037295416001,1.3653846153846154,0.9056603773584906,2.4705882352941178,23.317126989364624,22.7428867816925,22.553845882415775,103.80764325459796,129.20444997151696,136.71680037180587,1
68264,Encino,2653,2567,2552,0,0,0,7.71,17.18,24.89,50.21,0.09,0.0,6.86,6.34,32.09,49.23,1.37,15.94,0.04,51.97,48.03,10.75,57.67,24.9385,30.7629,0.2461,0.0,0.0,0.0,0.002398,1.7506,68264,-73.0987358142,6.13741450884,0.0,0.0,0.0,13.820518056551606,13.237705528736116,13.087705353895819,66.41760444641118,70.02374982833861,85.16068299611398,0
68266,Enciso,3799,3569,3461,29,1,0,6.1,15.23,21.71,56.95,0.03,0.03,22.98,7.57,41.72,34.35,3.68,23.45,0.47,51.62,48.38,13.64,66.51,30.8322,36.8349,0.0682,0.0,0.0,0.0,0.0138889999999999,14.194444,68266,-72.7032076189,6.656593533484999,0.5576923076923077,0.018867924528301886,0.0,18.913892904917383,18.331579486529034,18.1643484433492,97.93845621744788,107.60585769017528,131.93623018264773,0
68271,Florián,5912,5656,5562,1,1,0,6.19,16.82,21.68,55.31,0.33,0.0,10.56,11.88,37.08,25.96,1.72,35.32,0.22,51.81,48.19,21.78,56.79,46.9108,9.9542,0.4577,0.0,0.0,0.0,0.005882,9.117647,68271,-73.92687816429999,5.8008759623,0.019230769230769232,0.018867924528301886,0.0,18.33518401781718,17.73127758502961,17.630235870679215,116.081784248352,125.96346155802405,145.3294900258382,1
68276,Floridablanca,286111,287805,291935,1371,395,348,6.29,13.73,25.23,54.76,2.15,0.05,7.35,2.26,66.39,43.28,5.39,12.81,4.83,47.15,52.85,3.27,22.01,12.5871,31.8427,21.3383,12.3523,5.705,1.0266,0.804124,834.948454,68276,-73.08264622116667,7.06559660625,26.365384615384617,7.509433962264151,6.764705882352941,21.876128037770574,21.304969112078343,21.126844048500057,87.05225801467896,104.38126214345289,118.39925893147796,0
68296,Galán,2958,2907,2886,10,1,1,6.64,15.85,20.73,56.79,0.15,0.26,13.87,8.72,35.87,34.34,2.83,27.78,0.75,51.64,48.36,14.6,54.91,38.472,17.6671,0.955,0.0,0.0,0.0,0.004878,4.263415,68296,-73.2877642173,6.638415125,0.19230769230769232,0.018867924528301886,0.0196078431372549,22.74369613329569,22.174750407536823,22.013031800587967,114.21296246846514,126.7055110931396,151.46880896886177,1
68298,Gámbita,4111,4041,4021,5,3,0,7.54,18.82,20.6,53.05,0.4,0.0,14.68,9.04,33.41,34.85,3.77,22.58,0.71,52.73,47.27,32.04,50.02,29.101,16.9152,2.6417,0.0426,0.0,0.0,0.0,2.023102,68298,-73.36453456379999,5.906624075285,0.09615384615384616,0.05660377358490566,0.0,17.499838630358383,16.9120131333669,16.78571097056071,115.67952219645194,120.49662748972575,148.16055170694997,1
68307,Girón,155400,157011,160403,462,160,178,7.32,15.18,26.5,50.99,0.37,0.03,8.09,3.39,59.66,41.29,6.01,14.5,2.57,49.12,50.88,11.87,38.69,30.893,29.0239,21.461,2.8489,0.0649,0.0216,0.023158,91.330526,68307,-73.1890764622875,7.0830069125725,8.884615384615385,3.056603773584906,3.450980392156863,23.52626887957256,22.962184588114415,22.792045831680294,96.04924345016481,112.0272982915243,130.58433151245126,0
68318,Guaca,6244,6031,5916,6,2,2,6.82,16.89,22.68,53.61,0.16,0.02,16.04,5.55,35.44,14.82,1.27,51.7,0.3,52.93,47.07,23.94,64.19,54.9755,11.9902,0.1223,0.0408,0.0,0.0,0.002618,4.36911,68318,-72.8362571872,6.92806253276,0.11538461538461539,0.03773584905660377,0.0392156862745098,12.206255773703242,11.625591496626534,11.447466512521109,64.08946283658348,75.36078739166256,87.11631377538048,0
68320,Guadalupe,5028,4665,4511,9,1,0,5.0,15.93,19.23,59.85,0.34,0.0,18.22,8.69,42.55,37.76,3.63,20.36,1.16,50.54,49.46,25.56,62.5,31.9672,30.8914,1.998,0.0,0.0,0.0,0.002618,3.4424080000000004,68320,-73.41166543074999,6.230317621985,0.17307692307692307,0.018867924528301886,0.0,21.7483120361964,21.174881895383198,21.02861444155376,145.8597110112507,152.96287631988528,185.14219220479336,2
68322,Guapotá,2382,2362,2375,1,1,0,6.14,15.69,21.44,56.73,0.15,0.05,5.12,6.43,36.6,34.26,1.75,29.97,0.83,52.14,47.86,11.03,67.24,35.1178,32.0128,4.8180000000000005,1.0707,0.1071,0.0,0.015152,10.5,68322,-73.3206973026,6.30858560635,0.019230769230769232,0.018867924528301886,0.0,21.66414133707683,21.097149054209385,20.94011771678923,136.25388526916507,146.78331025441477,174.20963255564388,2
68324,Guavatá,4464,4302,4230,0,0,0,4.13,12.74,18.58,64.54,0.24,0.0,5.25,12.82,37.8,39.38,5.76,21.99,0.37,50.68,49.32,42.8,74.02,69.2774,6.1776,0.6067,0.0,0.0,0.0552,0.0178569999999999,25.267857,68324,-73.7008028162,5.95413334223,0.0,0.0,0.0,19.56135932604474,18.96094659964243,18.850269953409825,159.66195583343514,169.63956960042307,202.60330518086735,2
68327,Güepsa,4998,5034,5114,1,1,0,6.24,15.21,23.88,54.67,0.41,0.09,15.96,10.47,44.18,38.8,3.86,19.39,1.11,50.47,49.53,15.74,75.59,60.7022,25.1416,1.3024,0.0566,0.0,0.0,0.0303029999999999,47.363636,68327,-73.5748541849,6.02517506342,0.019230769230769232,0.018867924528301886,0.0,22.225654760996502,21.6350945631663,21.512438456217456,146.80900446573892,157.2640097935995,185.55660629272464,2
68344,Hato,2306,2301,2328,2,0,1,6.6,16.51,21.89,55.0,0.09,0.0,20.52,10.61,32.78,28.77,3.07,31.04,0.05,53.68,46.32,19.34,74.26,24.4851,48.2838,0.8009,0.2288,0.0,0.0,0.0,3.711111,68344,-73.3082704431,6.543874338,0.038461538461538464,0.0,0.0196078431372549,19.801379362742118,19.23095810413361,19.072364528973896,122.33586374918632,134.28272279103598,158.95741748809812,1
68368,Jesús María,3388,3337,3342,3,3,1,4.38,15.38,20.13,60.11,0.0,0.0,6.19,9.96,37.98,32.6,2.51,30.42,0.53,51.49,48.51,9.23,58.52,23.2479,34.7578,1.1966,0.0,0.0,0.0,0.0,14.805556,68368,-73.7833343323,5.87654384542,0.057692307692307696,0.05660377358490566,0.0196078431372549,19.68782524267832,19.085365533828746,18.976916352907814,157.27791404724124,166.6444950103759,200.59860928853357,2
68370,Jordán,1322,1322,1314,0,0,1,6.88,17.37,24.59,51.16,0.0,0.17,8.43,13.84,30.7,42.48,0.86,23.65,0.17,51.25,48.75,43.22,67.84,64.8241,14.0704,0.7538,0.0,0.0,0.0,0.0,9.757576,68370,-73.0960393391,6.73273201198,0.0,0.0,0.0196078431372549,25.673809766769406,25.105797131856292,24.943195819854726,103.92132759094233,116.83184528350831,138.74997282028207,1
68377,La Belleza,6642,6340,6198,6,1,0,5.56,18.06,22.56,53.82,0.18,0.05,8.59,6.9,39.96,38.87,1.11,24.41,0.67,51.57,48.43,21.46,57.8,37.3113,20.9921,0.7549,0.0,0.0,0.0,0.004566,7.972602999999999,68377,-74.02754111007499,5.897077335195,0.11538461538461539,0.018867924528301886,0.0,25.432096481323253,24.830794095993053,24.73079403241475,160.72616227467861,173.0709603627524,200.6212056477865,2
68385,Landázuri,11013,10487,10384,11,2,0,6.59,17.95,22.15,53.31,1.48,0.03,15.96,11.05,38.64,37.51,1.43,21.37,0.39,51.69,48.31,35.94,65.89,56.8711,8.5273,0.8281,0.0,0.0224,0.0,0.003175,4.8825400000000005,68385,-73.81142650498751,6.30741164552125,0.21153846153846154,0.03773584905660377,0.0,25.03402256965637,24.4409376780192,24.31401371955872,157.28698730468759,170.23705800374347,198.04215304056797,2
68397,La Paz,5248,5041,4953,0,0,0,4.91,13.69,19.08,62.32,0.18,0.0,11.78,12.58,27.15,46.75,0.5,22.41,0.48,52.62,47.38,22.53,72.64,56.2232,17.7575,0.2682,0.1073,0.0,0.0,0.003704,5.207407,68397,-73.616315047475,6.1888120518375,0.0,0.0,0.0,24.871332963307697,24.28184374173482,24.15953461329141,147.52751286824537,158.72286542256666,187.37961610158285,2
68406,Lebrija,39702,40684,41835,213,64,37,7.32,16.35,26.68,49.65,0.21,0.02,8.99,5.26,49.5,42.27,3.28,19.11,0.81,51.45,48.55,32.76,69.4,38.1597,31.5124,11.2964,0.4754,0.0806,0.0081,0.003643,18.785064,68406,-73.24965199046001,7.209002752424,4.096153846153846,1.2075471698113207,0.7254901960784313,23.726195255915304,23.170053720474233,22.996464490890492,112.69821834564213,132.25457159678146,152.95647255579618,1
68418,Los Santos,12743,13439,14106,25,14,6,6.99,17.34,24.76,50.9,0.02,0.01,8.28,8.28,39.77,31.29,1.75,22.17,1.16,52.05,47.95,46.14,57.33,36.6313,17.0284,3.6682,0.9086,0.0673,0.0337,0.008264,14.950413,68418,-73.0936252139,6.801954724265,0.4807692307692308,0.2641509433962264,0.11764705882352941,20.985652844111122,20.41766198476157,20.25238450368246,105.62849998474127,120.76169459025067,142.41604073842373,1
68425,Macaravita,2473,2280,2171,0,0,2,6.2,16.24,22.86,54.69,0.66,0.05,21.78,10.61,38.97,32.54,0.99,28.69,0.19,52.49,47.51,40.37,61.48,31.0311,28.9883,0.0,0.0,0.0,0.0,0.009091,6.109091,68425,-72.5746032572,6.5098341758850005,0.0,0.0,0.0392156862745098,13.998652259508766,13.404952724774674,13.233468472957616,77.12520480155943,86.74499654769888,103.75622876485185,0
68432,Málaga,20519,20659,20945,9,4,1,6.76,15.48,24.41,53.34,0.15,0.05,18.77,4.48,56.97,33.88,7.16,13.72,2.05,47.81,52.19,8.94,60.66,21.9222,50.2853,3.5882,0.1521,0.0761,0.0,0.103448,104.448276,68432,-72.73623751810001,6.70302237456,0.17307692307692307,0.07547169811320754,0.0196078431372549,16.308707594871535,15.734307805697126,15.570288737614932,79.61385822296143,90.32005357742311,109.8669646581014,0
68444,Matanza,4927,4930,4976,19,15,1,5.82,15.74,20.94,57.5,0.04,0.02,1.53,7.8,41.1,37.72,5.11,23.27,1.09,52.79,47.21,26.26,59.97,45.5806,13.2582,1.7764,0.0867,0.0,0.0,0.004115,6.0041150000000005,68444,-73.0550930415,7.347428896885,0.36538461538461536,0.2830188679245283,0.0196078431372549,17.37785108884176,16.799400647481292,16.609187841415398,74.32867272694898,91.40517377853395,100.29375457763656,0
68464,Mogotes,10871,10577,10527,10,1,1,7.53,18.41,23.25,50.82,0.17,0.06,17.95,9.3,36.6,32.94,2.86,24.78,0.96,50.61,49.39,24.07,63.13,47.1918,19.9953,0.536,0.0932,0.0,0.0,0.002053,6.094456,68464,-72.94740899796666,6.548133703533334,0.19230769230769232,0.018867924528301886,0.0196078431372549,19.822735985120143,19.248734196027115,19.083789269129433,120.40490945180265,130.8172461191811,157.14692449569696,1
68468,Molagavita,4614,4256,4137,0,1,0,5.21,15.02,22.4,57.37,0.28,0.0,22.89,7.61,35.25,32.69,1.86,31.29,0.23,53.0,47.0,52.93,66.05,58.6823,7.426,0.1675,0.0,0.0,0.0,0.005076,6.121827,68468,-72.80600334754999,6.656852094855,0.0,0.018867924528301886,0.0,17.86835316816966,17.294351299603775,17.130332390467313,102.30529387791948,115.62292448679592,139.9976318677267,1
